headline,content,response,star
"Average food, more the atmosphere",Seems everyone wants to stop here when in Key West and who can blame them. Food and drink no different than any of the other bars. I would rather go to Irish Kevin's for the music .,NA,4.5
Fun place among many fun places in Key West to eat and drink!,"If you are looking for a fun atmosphere, with a very friendly staff of bartenders and waiter/waitresses if you choose to eat at a table or around the bars, where you can get good, no frills but tasty food with relatively inexpensive drinks for Key...More",NA,4.5
Seafood and music,The steamed shrimp is among the best on the island. It is flavorful and light.  The bands are very good and the atmosphere is fun!! We went there several times during our stay.,NA,4
Sloppy Joe's is a special place!,This is the place to see and eat at if you want traditional Key West. Excellent food and great service!  Live music and a happening atmosphere!,NA,4.5
If you are in key west no questions GO,Hamburgers are good but the sloppy joe fries are awesome. You go to key west you must try at least once. Drinks are great get the sloppy Rita. Very good. Also it is set yourself so it does get crowded but not that long a...More,NA,3
Quick lunch,Great location & great service!  We stopped in for a quick bite and drink before our boat tour.  Our bartender was awesome and she recommended some great food & drinks.,NA,5
First Vist,"Great history, food was great, service not so great. The margarita was weak and our waitress was a little rude. My son got the Sloppy Joe, it wasn't good. I got the Buffalo chicken tool up and it was awesome.",NA,4.5
Super Friendly Staff,This is essentially ground zero for Key West - great open bar/restaurant with wonderful service.  The food is pretty good - the drinks are great - but the service is the best.  Very friendly atmosphere - will definitely go here next time we're in Key...More,NA,4
Nice dinner!,"We had a nice dinner here although I was slightly disappointed in the sloppy joes. I absolutely LOVE sloppy joes and had high expectations. Don't get me wrong, it was not bad by any means, I think I was just expecting like the best one...More",NA,4.5
Birthday ,Smoked fish dip was great. It was my sons 24th birthday and they were quick to help us celebrate. Great live music. We will return.,NA,4.5
"Skip the food, go for a nostalgic drink","This is uber famous and touristy. We had to stop in for a drink. Lots of fun...even got the T-shirt. But, we wanted a snack and got an order of conch fritters. Ugh. Compared to other restaurants and bars, they were not good. But get...More",NA,4.5
Lunch!,Fabulous! Perfect lunch in the Tap room. Great barfood and good service! Must have Sloppy Joe Fries. Nice beer selection!,NA,4.5
One of my faves,"Tried hard not to be a Sloppy Joe's regular, but I can't resist. Sloppy Rita's and Papa Doble's are great. The entertainment is always good and the crowd is fun to watch. We stop in late afternoons and always worthwhile.",NA,4.5
GOTTA GOTTA GO!!,"You can't go to Key West without stopping in here.  Get the nachos and top them with the Sloppy Joe mix.  YUM.  Fun place, great wait staff, usually live music going on, drinks are cold.  Stop by the souvenir store on your way out if...More",NA,4
WAITRESS STOLE CREDIT CARD,"Went here one night we were staying in key west , opened a bar tab about an hour before we left and the bartenders keep the cards . We went to check out after a couple drinks and some food and the bartender only gave...More",NA,4.5
Awesome Lunch Visit!,"Ordered the famous Sloppy Rita and it did not disappoint (got two!). For my entree I went with the Sloppy Joe. I would never order a sloppy joe at any other restaurant, but figured I would give it a try since they are famous for...More",NA,3
Sloppy Fries ,"So everyone knows you must go to Sloppy Joe's when visiting Key West. Great variety on menu, outstanding music and drinks. Sloppy fries were deliciously cheesy and sloppy.",NA,5
Review of Sloppy Joe's,The food was good and the service was wonderful. It was very busy and they had enough staff on hand to handle the crowds.,NA,4.5
Yum yum ,Good was great and came out super fast! Live music really spiced up dinner and had a great overall atmosphere,NA,4
Birthday celebration ,"Had an absolute blast at sloppy joes for my friend's birthday. Big age range in there. Mostly twenty and thirty somethings there, but us young at heart fifty something's had a great time dancing all night with these kids, lol. The live band was fantastic...More",NA,4.5
Great Bar with Live Music ,This bar has been steadily busy every time we pass it so we decided to stop in this afternoon. I had the Frozen Bacardi Light Rum Runner and then a Frozen Strawberry Colada - my favorite was the first one. My husband had the Sloppy...More,NA,4.5
Always A Good Time,"Great drinks, good live music.  Always the Key West vibe!  Blacked fish tacos were great as well as the Sloppy Rita!  Had a excellent server named Justin.  It was the perfect place to relax and cool off on a hot day.",NA,4.5
Great 1st Time!,"Stopped at Sloppy Joe's for 1st time in Key West. The place is like a pub, live local singer was playing and he was great, matched the atmosphere that you expect in Key West. Food was great, my son and I had the Sloppy Joe...More",NA,4.5
Average,"Atmosphere is cool but food is just average. I did like my BBQ mustard sandwich. Nachos were ok, not great.
The live music was cool.
This place is definitely more about atmosphere and the bar than the food.",NA,4.5
Love this place great atmosphere good food.,"Great fun bar with live music, there is a really good crowd that go into Sloppy Joe's, always had great service from the bar staff, and the food has always been good quality and served really hot. Beware the meals are very large",NA,4
Food,"We had high expectations....but were disappointed with the food. The entertainment was good, so was the service. The food was just ok.",NA,4.5
Lunch,"Great lunch!  Had the sloppy Joe sandwich, which was great.  My husband and son loved their choices too!  Crab party sandwich and a smothered fish sandwich.  There was live music also which was great!  Casual atmosphere and friendly employees.",NA,3
Poor Treatment and Attitude at Sloppy Joe's,We were not treated well by our waiter who was somewhat rude and inefficient.  He was obnoxious and condescending with his behavior.,NA,5
"""Disappointed"" Emoji","It could have been great but the waitress was a complete ""witch"" (W=B). No-one would help us find a table and we were left to stand above people who were finishing their meals in order to secure our own table; I felt horrible hovering over...More",NA,4.5
Day one of vacation,"Our first meal in Key West at Hemingway's hangout and we were not disappointed. Lunchtime live music, incredible fish & chips, fish tacos, and monitors. A MUST if you're visiting Key West.",NA,4
A home for rummy's,"Yes, it's a tourist trap. Yes, it's packed to the gills. However, the staff is great and the drinks are great. The food is what the food is. Good pub crub.",NA,4.5
