headline,content,response,star
Mussel & Burger Bar Downtown ,"Stopped in for late lunch. Very nice place. Large and open bar and seating area. Had “Local Burger” which was very good. Service, food, and entire venue was good and enjoyable.  Would recommend.",Hello! Thanks for taking the time to leave us a review. We are eager for you to dine with us again soon :),5
Dinner w friends ,Nice atmosphere great beer selection local and micro brews both. I had the muscles in red curry it was excellent had to get more bread could not let that broth go to waste. Highly recommend,Hello Thank you for the recommendation! We truly appreciate your business and want to thank you for taking the time to leave us a review. We hope that you will dine with us again soon :),4.5
Great food,"This restaurant was walking distance from the hotel, they specialize in Mussels and Burgers as the name states. They have good selection of beers and the specialty burgers are excellent. defiantly would be back","Hi! Thanks for the kind words, we love to hear your feedback! We hope that you will dine with us again soon:)",3.5
Dinner with Children,"We were spending the weekend in Louisville with daughter and her family. This consisted of a 4yr old and 2yr old. The atmosphere was great, the service was excellent and the food was outstanding. Unique burgers on the menu and still offer basic burgers. Thank...More","Hello! Thank you for letting us be a part of your weekend! We are so glad to hear that you enjoyed our food and atmosphere, please don't hesitate to join us again soon!",4.5
Fantastic burgers,"Great food, great drinks... what else do you need for a good night out in Louisville? 

Atmosphere is fantastic with subtlety tasteful decor and attentive waitstaff.

Do it and you won’t regret it!","Hello Chris! 
Thanks for taking the time to leave us a review! We appreciate your business and your positive feedback! Cant wait to see you in again soon:)",4
Nice atmosphere! ,Bacon wrapped dates stone the show! Nice atmosphere and location.  Wait staff was good.  We enjoyed our downtown eating experience here.,Hello! So glad that you got the bacon wrapped dates they definitely are a show stopper! Please do dine with us again soon:),4
Awesome,Love this place. The Fried Calamari is really good. Lots of bourbon and things to mix it with. Great burgers. The space is really nice and our server Eric with his chill vibe and great service made the night great.,Thanks for taking the time to leave us a review! We truly appreciate your kind words and I will be sure to let Eric know that he did a good job! We hope that you will dine with us again soon :),5
Great appetizers,My husband and I sat at the bar and ordered some appetizers and drinks. We had a wonderful bartender that was friendly and knowledgeable. We really enjoyed the calamari. The sauce was amazing and made the dish!,Hello! Thanks for leaving us a review! The calamari is one of my favorites I'm glad you enjoyed it! We hope to see you back in soon:),4.5
Excellent Meal,"We were visiting from out of town and wanted a moderately priced restaurant for some good food.

We were wowed by the two items we ordered. Knowing that we aren't big eaters, my husband ordered the appetizer Mussels with Meuniere (white wine, garlic, shallots, butter...More","Hello! Thanks for taking the time to leave us a review, we truly value your feed back! Yes those mussels are to die for we are so glad that you guys enjoyed them! If I may next time your try the Curry Cream Mussels I...More",4.5
Perfect place for a Burger and glass of Bourbon,"When visiting Kentucky, one must have a good glass of Bourbon. Add an excellent burger to that, and you are in for a truly wonderful culinary experience. My friends walked in on a recommendation and walked out in a food (and Bourbon) coma. 

Our waitress...More","Thanks for taking the time to leave us a review, we truly appreciate your feedback! We love to hear that your service was exceptional and that you enjoyed the food! Cant wait for you to join us again soon!",4.5
Chapter 18 - Kentucky ,"Rode into Louisville during chapter 18, officially marking the 48th state visited on the motorcycle. Checked out the Louisville Slugger museum and then went in search of lunch. Mussel & Burger was within walking distance. Marvin was our waiter, and he was extremely knowledgeable and...More","Hi James! 

WOW that is Awesome! We are honored to have been a stop on your journey :) I will be sure to pass your kind words along to Marvin and we cant wait for your to join us again soon, safe travels!",5
"Good food, great service","Very nice place just a one block from the Louisville Slugger Museum. Beautiful old building. We arrived for lunch and seated immediately. Menu was not overwhelming, and prices were good. I had the Italian Job, my hubby had the Grilled Chicken and my cousin had...More","Hi Susie! 

Thanks for stopping by to dine with us! We really appreciate your business and feedback. We hope that you will join us again soon!",4.5
